eng,part,level
COUNSELLOR:NOUN,NOUN,6
COUNT:VERB,VERB,4
COUNT:NOUN,NOUN,6
COUNTER:NOUN,NOUN,5
COUNTER:ADVERB,ADVERB,6
COUNTERPART:NOUN,NOUN,5
COUNTLESS:NOUN,NOUN,5
COUNT NOUN:NOUN,NOUN,3
COUNTRY:NOUN,NOUN,3
COUNTRYSIDE:NOUN,NOUN,2
COUNTY:NOUN,NOUN,4
COUP:NOUN,NOUN,6
COUPLE:NOUN,NOUN,3
COURAGE:NOUN,NOUN,5
COURAGEOUS:ADJECTIVE,ADJECTIVE,5
COURGETTE:NOUN,NOUN,3
COURSE:NOUN,NOUN,3
COURT:NOUN,NOUN,3
COURTEOUS:ADJECTIVE,ADJECTIVE,6
COURTESY:NOUN,NOUN,4
COUSIN:NOUN,NOUN,2
COVER:VERB,VERB,3
COVER:NOUN,NOUN,4
COVERAGE:NOUN,NOUN,5
COW:NOUN,NOUN,1
COWARD:NOUN,NOUN,4
COWARDLY:ADJECTIVE,ADJECTIVE,4
CRAB:NOUN,NOUN,4
CRACK:VERB,VERB,4
CRACK:NOUN,NOUN,6
CRACKDOWN:NOUN,NOUN,6
CRAFT:NOUN,NOUN,4
CRASH:VERB,VERB,4
CRASH:NOUN,NOUN,4
CRAVE:VERB,VERB,6
CRAVING:NOUN,NOUN,6
CRAWL:VERB,VERB,5
CRAWL:NOUN,NOUN,5
CRAZINESS:NOUN,NOUN,6
CRAZY:ADJECTIVE,ADJECTIVE,3
CREAM:NOUN,NOUN,3
CREAM:ADJECTIVE,ADJECTIVE,2
CREATE:VERB,VERB,3
CREATION:NOUN,NOUN,4
CREATIVE:ADJECTIVE,ADJECTIVE,3
CREATIVELY:ADVERB,ADVERB,4
CREATIVITY:NOUN,NOUN,4
CREATURE:NOUN,NOUN,3
CREDIBILITY:NOUN,NOUN,6
CREDIT:NOUN,NOUN,4
CREDIT CARD:NOUN,NOUN,1
CREEP:VERB,VERB,6
CREEP:NOUN,NOUN,6
CREW:NOUN,NOUN,3
CRICKET:NOUN,NOUN,4
CRIME:NOUN,NOUN,3
CRIMINAL:NOUN,NOUN,3
CRIMINAL:NOUN,NOUN,4
CRISIS:NOUN,NOUN,4
CRISP:NOUN,NOUN,2
CRISP:ADJECTIVE,ADJECTIVE,6
CRITERION:NOUN,NOUN,5
CRITIC:NOUN,NOUN,4
CRITICAL:ADJECTIVE,ADJECTIVE,4
CRITICALLY:ADVERB,ADVERB,4
CRITICISM:NOUN,NOUN,4
CRITICIZE (ALSO UK CRITICISE):VERB,VERB,4
CROCODILE:NOUN,NOUN,4
CROP:NOUN,NOUN,3
CROSS:VERB,VERB,4
CROSS:NOUN,NOUN,2
CROSSING:NOUN,NOUN,4
CROSSROADS:NOUN,NOUN,4
CROWD:NOUN,NOUN,2
CROWD:VERB,VERB,5
CROWDED:ADJECTIVE,ADJECTIVE,2
CRUCIAL:ADJECTIVE,ADJECTIVE,4
CRUDE:ADJECTIVE,ADJECTIVE,6
CRUEL:ADJECTIVE,ADJECTIVE,3
CRUELLY:ADVERB,ADVERB,4
CRUELTY:NOUN,NOUN,4
CRUISE:NOUN,NOUN,3
CRUISE:VERB,VERB,4
CRUMBLE:VERB,VERB,6
CRUSH:VERB,VERB,6
CRUSH:NOUN,NOUN,6
CRY:VERB,VERB,4
CRY:NOUN,NOUN,4
CRYSTAL:NOUN,NOUN,5
CUCUMBER:NOUN,NOUN,3
CULTIVATE:VERB,VERB,5
CULTIVATION:NOUN,NOUN,5
CULTURAL:ADJECTIVE,ADJECTIVE,3
CULTURALLY:ADVERB,ADVERB,4
CULTURE:NOUN,NOUN,3
CUNNING:ADJECTIVE,ADJECTIVE,6
CUP:NOUN,NOUN,2
CUPBOARD:NOUN,NOUN,2
CURB:VERB,VERB,6
CURE:VERB,VERB,4
CURE:NOUN,NOUN,4
CURIOSITY:NOUN,NOUN,4
CURIOUS:ADJECTIVE,ADJECTIVE,3
CURIOUSLY:ADVERB,ADVERB,3
CURLY:ADJECTIVE,ADJECTIVE,3
CURRENCY:NOUN,NOUN,3
CURRENT:ADJECTIVE,ADJECTIVE,4
CURRENTLY:ADVERB,ADVERB,4
CURRICULUM:NOUN,NOUN,3
CURRY:NOUN,NOUN,2
CURSOR:NOUN,NOUN,4
CURTAIN:NOUN,NOUN,2
CURVE:NOUN,NOUN,4
CUSHION:NOUN,NOUN,4
CUSTODY:NOUN,NOUN,6
CUSTOM:NOUN,NOUN,3
CUSTOMARY:ADJECTIVE,ADJECTIVE,5
CUSTOMER:NOUN,NOUN,2
CUSTOMS:NOUN,NOUN,3
CUT:VERB,VERB,4
CUT:NOUN,NOUN,4
CUTBACK:NOUN,NOUN,5
CUTLERY:NOUN,NOUN,6
CUTTING-EDGE:ADJECTIVE,ADJECTIVE,5
CV:NOUN,NOUN,3
CYCLE:NOUN,NOUN,4
CYCLE:VERB,VERB,3
CYCLING:NOUN,NOUN,2
CYCLIST:NOUN,NOUN,3
CYNICAL:ADJECTIVE,ADJECTIVE,6
DAD:NOUN,NOUN,1
DAILY:NOUN,NOUN,2
DAILY:ADVERB,ADVERB,2
DAIRY:ADJECTIVE,ADJECTIVE,4
DAMAGE:NOUN,NOUN,3
DAMAGE:VERB,VERB,3
DAMAGED:ADJECTIVE,ADJECTIVE,3
DAMN:EXCLAMATION,EXCLAMATION,3
DAMP:ADJECTIVE,ADJECTIVE,4
DANCE:VERB,VERB,1
DANCE:NOUN,NOUN,2
DANCER:NOUN,NOUN,2
DANCING:NOUN,NOUN,1
DANGER:NOUN,NOUN,2
DANGEROUS:ADJECTIVE,ADJECTIVE,2
DANGEROUSLY:ADVERB,ADVERB,3
DARE:VERB,VERB,5
DARK:ADJECTIVE,ADJECTIVE,2
DARK:NOUN,NOUN,4
DARKNESS:NOUN,NOUN,4
DARLING:NOUN,NOUN,4
DASH:VERB,VERB,4
DASH:NOUN,NOUN,4
DATA:NOUN,NOUN,4
DATABASE:NOUN,NOUN,4
DATE:NOUN,NOUN,3
DATE:VERB,VERB,3
DATED:ADJECTIVE,ADJECTIVE,6
DAUGHTER:NOUN,NOUN,1
DAUGHTER-IN-LAW:NOUN,NOUN,4
DAWN:NOUN,NOUN,5
DAWN:VERB,VERB,6
DAY:NOUN,NOUN,3
DAYCARE:NOUN,NOUN,5
DAYDREAM:VERB,VERB,5
DAYLIGHT:NOUN,NOUN,4
DAYTIME:NOUN,NOUN,4
DAY-TO-DAY:NOUN,NOUN,5
DAZED:ADJECTIVE,ADJECTIVE,6
DAZZLE:VERB,VERB,6
DAZZLING:ADJECTIVE,ADJECTIVE,6
DEAD:ADJECTIVE,ADJECTIVE,4
DEAD:NOUN,NOUN,6
DEAD:ADVERB,ADVERB,5
DEADLINE:NOUN,NOUN,4
DEADLY:ADJECTIVE,ADJECTIVE,4
DEADLY:ADVERB,ADVERB,5
DEAF:ADJECTIVE,ADJECTIVE,4
DEAL:NOUN,NOUN,4
DEAL:VERB,VERB,3
DEAL:VERB,VERB,4
DEALER:NOUN,NOUN,4
DEAR:ADJECTIVE,ADJECTIVE,1
DEAR:NOUN,NOUN,6
DEAR:EXCLAMATION,EXCLAMATION,2
DEATH:NOUN,NOUN,5
DEBATE:NOUN,NOUN,4
DEBATE:VERB,VERB,6
DEBIT:NOUN,NOUN,4
DEBIT:VERB,VERB,4
DEBIT CARD:NOUN,NOUN,4
DEBT:NOUN,NOUN,4
DEBUT:NOUN,NOUN,5
DECADE:NOUN,NOUN,4
DECAFFEINATED:ADJECTIVE,ADJECTIVE,6
DECAY:VERB,VERB,4
DECAY:NOUN,NOUN,6
DECEASED:ADJECTIVE,ADJECTIVE,6
DECEASED:NOUN,NOUN,6
DECEIVE:VERB,VERB,4
DECEMBER:NOUN,NOUN,1
DECENT:ADJECTIVE,ADJECTIVE,4
DECEPTION:NOUN,NOUN,6
DECEPTIVE:ADJECTIVE,ADJECTIVE,6
DECIDE:VERB,VERB,4
DECISION:NOUN,NOUN,3
DECISIVE:ADJECTIVE,ADJECTIVE,4
DECISIVELY:ADVERB,ADVERB,6
DECK:NOUN,NOUN,4
DECLARATION:NOUN,NOUN,5
DECLARE:VERB,VERB,3
DECLINE:VERB,VERB,4
DECLINE:NOUN,NOUN,4
DECORATE:VERB,VERB,3
DECORATION:NOUN,NOUN,4
DECORATIVE:ADJECTIVE,ADJECTIVE,4
DECREASE:VERB,VERB,3
DECREASE:NOUN,NOUN,3
DEDICATE:VERB,VERB,5
DEDICATED:ADJECTIVE,ADJECTIVE,5
DEDICATION:NOUN,NOUN,5
DEDUCE:VERB,VERB,6
DEDUCTION:NOUN,NOUN,5
DEEM:VERB,VERB,6
DEEP:ADJECTIVE,ADJECTIVE,4
DEEP:ADVERB,ADVERB,4
DEEPEN:VERB,VERB,5
DEEPLY:ADVERB,ADVERB,4
DEER:NOUN,NOUN,4
DEFEAT:VERB,VERB,3
DEFEAT:NOUN,NOUN,3
DEFECT:NOUN,NOUN,5
DEFECTIVE:ADJECTIVE,ADJECTIVE,6
DEFENCE:NOUN,NOUN,4
DEFEND:VERB,VERB,4
DEFENDER:NOUN,NOUN,4
DEFENSIVE:ADJECTIVE,ADJECTIVE,6
DEFICIENCY:NOUN,NOUN,5
DEFICIT:NOUN,NOUN,5
DEFINE:VERB,VERB,4
DEFINITE:ADJECTIVE,ADJECTIVE,4
DEFINITE ARTICLE:NOUN,NOUN,3
DEFINITELY:ADVERB,ADVERB,4
DEFINITION:NOUN,NOUN,4
DEFINITIVE:ADJECTIVE,ADJECTIVE,6
DEFY:VERB,VERB,6
DEGREE:NOUN,NOUN,3
DELAY:VERB,VERB,2
DELAY:NOUN,NOUN,2
DELEGATE:NOUN,NOUN,5
DELEGATE:VERB,VERB,6
DELEGATION:NOUN,NOUN,6
DELETE:VERB,VERB,3
DELIBERATE:ADJECTIVE,ADJECTIVE,4
DELIBERATELY:ADVERB,ADVERB,4
DELICATE:ADJECTIVE,ADJECTIVE,4
DELICIOUS:ADJECTIVE,ADJECTIVE,3
DELIGHT:NOUN,NOUN,4
DELIGHTED:ADJECTIVE,ADJECTIVE,3
DELIGHTFUL:ADJECTIVE,ADJECTIVE,4
DELIVER:VERB,VERB,4
DELIVERY:NOUN,NOUN,3
DEMAND:VERB,VERB,3
DEMAND:NOUN,NOUN,4
DEMANDING:ADJECTIVE,ADJECTIVE,4
DEMOCRACY:NOUN,NOUN,4
DEMOCRATIC:ADJECTIVE,ADJECTIVE,4
DEMOLISH:VERB,VERB,5
DEMONSTRATE:VERB,VERB,4
DEMONSTRATION:NOUN,NOUN,4
DENIAL:NOUN,NOUN,6
DENIM:NOUN,NOUN,4
DENSE:ADJECTIVE,ADJECTIVE,4
DENSELY:ADVERB,ADVERB,4
DENSITY:NOUN,NOUN,5
DENTAL:ADJECTIVE,ADJECTIVE,4
DENTIST:NOUN,NOUN,2
DENY:VERB,VERB,4
DEODORANT:NOUN,NOUN,5
DEPART:VERB,VERB,3
DEPARTMENT:NOUN,NOUN,2
DEPARTMENT STORE:NOUN,NOUN,2
DEPEND:VERB,VERB,3
DEPENDENCE:NOUN,NOUN,6
DEPENDENT:ADJECTIVE,ADJECTIVE,4
DEPICT:VERB,VERB,6
DEPOSIT:NOUN,NOUN,4
DEPOSIT:VERB,VERB,5
DEPRESSED:ADJECTIVE,ADJECTIVE,4
DEPRESSING:ADJECTIVE,ADJECTIVE,4
DEPRESSION:NOUN,NOUN,5
DEPRIVATION:NOUN,NOUN,6
DEPRIVE:VERB,VERB,4
DEPRIVED:ADJECTIVE,ADJECTIVE,5
DEPTH:NOUN,NOUN,4
DEPUTY:NOUN,NOUN,5
DERIVE:VERB,VERB,6
DESCEND:VERB,VERB,4
DESCENDANT:NOUN,NOUN,6
DESCRIBE:VERB,VERB,2
DESCRIPTION:NOUN,NOUN,3
DESERT:NOUN,NOUN,2
DESERTED:ADJECTIVE,ADJECTIVE,5
DESERVE:VERB,VERB,3
DESIGN:NOUN,NOUN,3
DESIGN:VERB,VERB,3
DESIGNER:NOUN,NOUN,3
DESIGNER:NOUN,NOUN,4
DESIRABLE:ADJECTIVE,ADJECTIVE,4
DESIRE:NOUN,NOUN,4
DESIRE:VERB,VERB,5
DESIRED:ADJECTIVE,ADJECTIVE,6
DESK:NOUN,NOUN,1
DESKTOP:NOUN,NOUN,4
DESPAIR:NOUN,NOUN,4
DESPERATE:ADJECTIVE,ADJECTIVE,4
DESPERATELY:ADVERB,ADVERB,4
DESPERATION:NOUN,NOUN,6
DESSERT:NOUN,NOUN,2
DESTINATION:NOUN,NOUN,3
DESTINY:NOUN,NOUN,5
DESTROY:VERB,VERB,3
DESTRUCTION:NOUN,NOUN,4
DETACHED:ADJECTIVE,ADJECTIVE,5
DETAIL:NOUN,NOUN,3
DETAILED:ADJECTIVE,ADJECTIVE,4
DETECT:VERB,VERB,5
DETECTIVE:NOUN,NOUN,3
DETERIORATE:VERB,VERB,5
DETERMINATION:NOUN,NOUN,4
DETERMINE:VERB,VERB,5
DETERMINED:ADJECTIVE,ADJECTIVE,4
DETERMINER:NOUN,NOUN,4
DETERRENT:NOUN,NOUN,6
DETRIMENTAL:ADJECTIVE,ADJECTIVE,6
DEVASTATED:ADJECTIVE,ADJECTIVE,5
DEVASTATING:ADJECTIVE,ADJECTIVE,5
DEVASTATION:NOUN,NOUN,6
DEVELOP:VERB,VERB,4
DEVELOPED:ADJECTIVE,ADJECTIVE,4
DEVELOPER:NOUN,NOUN,5
DEVELOPING:ADJECTIVE,ADJECTIVE,4
DEVELOPMENT:NOUN,NOUN,4
DEVICE:NOUN,NOUN,5
DEVIL:NOUN,NOUN,4
DEVISE:VERB,VERB,6
DEVOTE:VERB,VERB,4
DEVOTED:ADJECTIVE,ADJECTIVE,4
DIAGNOSE:VERB,VERB,6
DIAGNOSIS:NOUN,NOUN,6
DIAGRAM:NOUN,NOUN,3
DIAL:VERB,VERB,3
DIALECT:NOUN,NOUN,6
DIALOGUE:NOUN,NOUN,5
DIAMOND:NOUN,NOUN,4
DIARRHOEA:NOUN,NOUN,6
DIARY:NOUN,NOUN,2
DICE:NOUN,NOUN,6
DICE:VERB,VERB,6
DICTATE:VERB,VERB,5
DICTIONARY:NOUN,NOUN,1
DIE:VERB,VERB,2
DIESEL:NOUN,NOUN,5
DIET:NOUN,NOUN,3
DIFFER:VERB,VERB,4
DIFFERENCE:NOUN,NOUN,4
DIFFERENT:ADJECTIVE,ADJECTIVE,1
DIFFERENTIATE:VERB,VERB,5
DIFFERENTLY:ADVERB,ADVERB,3
DIFFICULT:ADJECTIVE,ADJECTIVE,3
DIFFICULTY:NOUN,NOUN,3
DIG:VERB,VERB,3
DIGEST:VERB,VERB,5
DIGESTION:NOUN,NOUN,5
DIGITAL:ADJECTIVE,ADJECTIVE,2
DIGITAL CAMERA:NOUN,NOUN,2
DIGNIFIED:ADJECTIVE,ADJECTIVE,6
DIGNITY:NOUN,NOUN,6
DILEMMA:NOUN,NOUN,4
DIM:ADJECTIVE,ADJECTIVE,6
DIM:VERB,VERB,6
DIMENSION:NOUN,NOUN,4
DIMINISH:VERB,VERB,5
DINING ROOM:NOUN,NOUN,1
DINNER:NOUN,NOUN,1
DINOSAUR:NOUN,NOUN,2
DIP:VERB,VERB,4
DIPLOMA:NOUN,NOUN,2
DIPLOMACY:NOUN,NOUN,6
DIPLOMAT:NOUN,NOUN,4
DIPLOMATIC:ADJECTIVE,ADJECTIVE,5
DIPLOMATICALLY:ADVERB,ADVERB,6
DIRECT:ADJECTIVE,ADJECTIVE,4
DIRECT:VERB,VERB,4
DIRECTION:NOUN,NOUN,4
DIRECTIONS:NOUN,NOUN,2
DIRECTLY:ADVERB,ADVERB,3
DIRECTOR:NOUN,NOUN,3
DIRECTORY:NOUN,NOUN,5
DIRT:NOUN,NOUN,3
DIRTY:ADJECTIVE,ADJECTIVE,2
DISABILITY:NOUN,NOUN,4
DISABLED:ADJECTIVE,ADJECTIVE,3
DISADVANTAGE:NOUN,NOUN,4
DISADVANTAGED:ADJECTIVE,ADJECTIVE,5
DISAGREE:VERB,VERB,3
DISAGREEMENT:NOUN,NOUN,4
DISAPPEAR:VERB,VERB,3
DISAPPEARANCE:NOUN,NOUN,4
DISAPPOINT:VERB,VERB,3
DISAPPOINTED:ADJECTIVE,ADJECTIVE,3
DISAPPOINTING:ADJECTIVE,ADJECTIVE,3
DISAPPOINTMENT:NOUN,NOUN,3
DISAPPROVAL:NOUN,NOUN,5
DISAPPROVE:VERB,VERB,4
DISASTER:NOUN,NOUN,4
DISASTROUS:ADJECTIVE,ADJECTIVE,5
DISC:NOUN,NOUN,4
DISCIPLINE:NOUN,NOUN,5
DISC JOCKEY:NOUN,NOUN,3
DISCLOSE:VERB,VERB,6
DISCO:NOUN,NOUN,2
DISCOMFORT:NOUN,NOUN,5
DISCONTENT:NOUN,NOUN,5
DISCOUNT:NOUN,NOUN,2
DISCOURAGE:VERB,VERB,4
DISCOVER:VERB,VERB,3
DISCOVERY:NOUN,NOUN,4
DISCREET:ADJECTIVE,ADJECTIVE,6
DISCRETION:NOUN,NOUN,6
DISCRIMINATE:VERB,VERB,5
DISCRIMINATION:NOUN,NOUN,5
DISCUSS:VERB,VERB,2
DISCUSSION:NOUN,NOUN,3
DISEASE:NOUN,NOUN,3
DISGRACE:NOUN,NOUN,4
DISGUISE:NOUN,NOUN,4
DISGUISE:VERB,VERB,5
DISGUST:NOUN,NOUN,6
DISGUSTED:ADJECTIVE,ADJECTIVE,5
DISGUSTING:ADJECTIVE,ADJECTIVE,3
DISH:NOUN,NOUN,2
DISHONEST:ADJECTIVE,ADJECTIVE,4
DISHONESTLY:ADVERB,ADVERB,5
DISHONESTY:NOUN,NOUN,4
DISHWASHER:NOUN,NOUN,3
DISILLUSIONED:ADJECTIVE,ADJECTIVE,6
DISK:NOUN,NOUN,3
DISLIKE:VERB,VERB,3
DISLIKE:NOUN,NOUN,3
DISLOYAL:ADJECTIVE,ADJECTIVE,6
DISMAY:NOUN,NOUN,6
DISMISS:VERB,VERB,5
DISMISSAL:NOUN,NOUN,5
DISORDER:NOUN,NOUN,5
DISORGANIZED (ALSO UK DISORGANISED):ADJECTIVE,ADJECTIVE,4
DISPLACE:VERB,VERB,5
DISPLACEMENT:NOUN,NOUN,5
DISPLAY:NOUN,NOUN,3
DISPLAY:VERB,VERB,4
DISPOSABLE:ADJECTIVE,ADJECTIVE,6
DISPOSABLE INCOME:NOUN,NOUN,6
DISPOSAL:NOUN,NOUN,4
DISPOSE:VERB,VERB,5
DISPOSED:ADJECTIVE,ADJECTIVE,6
DISPOSITION:NOUN,NOUN,6
DISPUTE:NOUN,NOUN,6
DISPUTE:VERB,VERB,6
DISQUALIFY:VERB,VERB,6
DISRESPECT:NOUN,NOUN,5
DISRESPECTFUL:ADJECTIVE,ADJECTIVE,6
DISRUPT:VERB,VERB,4
DISRUPTION:NOUN,NOUN,5
DISRUPTIVE:ADJECTIVE,ADJECTIVE,6
DISSATISFACTION:NOUN,NOUN,4
DISSATISFIED:ADJECTIVE,ADJECTIVE,4
DISSERTATION:NOUN,NOUN,5
DISSOLVE:VERB,VERB,5
DISTANCE:NOUN,NOUN,3
DISTANT:ADJECTIVE,ADJECTIVE,5
DISTINCT:ADJECTIVE,ADJECTIVE,5
DISTINCTION:NOUN,NOUN,5
DISTINCTIVE:ADJECTIVE,ADJECTIVE,5
DISTINGUISH:VERB,VERB,4
DISTINGUISHED:ADJECTIVE,ADJECTIVE,4
DISTORT:VERB,VERB,5
DISTRACT:VERB,VERB,4
DISTRACTION:NOUN,NOUN,5
DISTRESS:NOUN,NOUN,5
DISTRESSED:ADJECTIVE,ADJECTIVE,5
DISTRESSING:ADJECTIVE,ADJECTIVE,4
DISTRIBUTE:VERB,VERB,4
DISTRIBUTION:NOUN,NOUN,5
DISTRICT:NOUN,NOUN,3
DISTURB:VERB,VERB,5
DISTURBANCE:NOUN,NOUN,5
DISTURBED:ADJECTIVE,ADJECTIVE,6
DISTURBING:ADJECTIVE,ADJECTIVE,6
DIVE:VERB,VERB,3
DIVE:NOUN,NOUN,4
DIVER:NOUN,NOUN,3
DIVERSE:ADJECTIVE,ADJECTIVE,4
DIVERSITY:NOUN,NOUN,5
DIVERT:VERB,VERB,5
DIVIDE:VERB,VERB,4
DIVIDE:NOUN,NOUN,5
DIVIDED:ADJECTIVE,ADJECTIVE,4
DIVING:NOUN,NOUN,3
DIVISION:NOUN,NOUN,4
DIVORCE:NOUN,NOUN,3
DIVORCE:VERB,VERB,4
DIVORCED:ADJECTIVE,ADJECTIVE,3
DIZZY:ADJECTIVE,ADJECTIVE,4
DJ:NOUN,NOUN,3
DNA:NOUN,NOUN,6
DO:VERB,VERB,2
DO:VERB,VERB,3
DOCK:NOUN,NOUN,5
DOCTOR:NOUN,NOUN,1
DOCUMENT:NOUN,NOUN,2
DOCUMENTARY:NOUN,NOUN,3
DOG:NOUN,NOUN,1
DOLE:VERB,VERB,6
DOLL:NOUN,NOUN,1
DOLLAR:NOUN,NOUN,1
DOLPHIN:NOUN,NOUN,3
DOMAIN:NOUN,NOUN,5
DOMESTIC:ADJECTIVE,ADJECTIVE,4
DOMINANCE:NOUN,NOUN,6
DOMINANT:ADJECTIVE,ADJECTIVE,5
DOMINATE:VERB,VERB,4
DOMINATION:NOUN,NOUN,5
DONATE:VERB,VERB,4
DONATION:NOUN,NOUN,4
DONKEY:NOUN,NOUN,3
DONOR:NOUN,NOUN,6
DOOM:NOUN,NOUN,6
DOOR:NOUN,NOUN,3
DOORWAY:NOUN,NOUN,6
DOSE:NOUN,NOUN,4
DOT:NOUN,NOUN,4
DOUBLE:ADJECTIVE,ADJECTIVE,2
DOUBLE:VERB,VERB,4
DOUBT:NOUN,NOUN,4
DOUBT:VERB,VERB,4
DOUBTFUL:ADJECTIVE,ADJECTIVE,4
DOWN:ADVERB,ADVERB,3
DOWN:ADJECTIVE,ADJECTIVE,5
DOWNHILL:ADVERB,ADVERB,6
DOWNLOAD:VERB,VERB,2
DOWNLOAD:NOUN,NOUN,3
DOWNSIDE:NOUN,NOUN,5
DOWNSTAIRS:ADVERB,ADVERB,2
DOWNWARD:ADJECTIVE,ADJECTIVE,5
DOWNWARDS:ADVERB,ADVERB,5
DOZEN:NOUN,NOUN,4
DR:NOUN,NOUN,2
DRAFT:NOUN,NOUN,4
DRAFT:VERB,VERB,5
DRAG:VERB,VERB,4
DRAIN:VERB,VERB,6
DRAIN:NOUN,NOUN,6
DRAMA:NOUN,NOUN,3
DRAMATIC:ADJECTIVE,ADJECTIVE,4
DRAMATICALLY:ADVERB,ADVERB,4
DRASTIC:ADJECTIVE,ADJECTIVE,5
DRASTICALLY:ADVERB,ADVERB,5
DRAUGHT:NOUN,NOUN,5
DRAW:VERB,VERB,4
DRAWBACK:NOUN,NOUN,5
DRAWER:NOUN,NOUN,2
DRAWING:NOUN,NOUN,2
DREAD:VERB,VERB,6
DREADFUL:ADJECTIVE,ADJECTIVE,4
DREAM:NOUN,NOUN,4
DREAM:VERB,VERB,3
DRESS:NOUN,NOUN,2
DRESS:VERB,VERB,2
DRESSED:NOUN,NOUN,2
DRIFT:VERB,VERB,6
DRINK:NOUN,NOUN,1
DRINK:VERB,VERB,1
DRIVE:VERB,VERB,4
DRIVE:NOUN,NOUN,3
DRIVER:NOUN,NOUN,1
DRIVING LICENCE:NOUN,NOUN,2
DROP:VERB,VERB,4
DROP:NOUN,NOUN,4
DROUGHT:NOUN,NOUN,6
DROWN:VERB,VERB,5
DRUG:NOUN,NOUN,4
DRUM:NOUN,NOUN,2
DRUNK:NOUN,NOUN,4
DRY:ADJECTIVE,ADJECTIVE,4
DRY:VERB,VERB,2
DUAL:NOUN,NOUN,5
DUBIOUS:ADJECTIVE,ADJECTIVE,6
DUCK:NOUN,NOUN,4
DUE:ADJECTIVE,ADJECTIVE,4
DULL:ADJECTIVE,ADJECTIVE,4
DUMB:ADJECTIVE,ADJECTIVE,5
DUMP:VERB,VERB,5
DUMP:NOUN,NOUN,5
DURATION:NOUN,NOUN,5
DUST:NOUN,NOUN,3
DUSTBIN:NOUN,NOUN,3
DUSTY:ADJECTIVE,ADJECTIVE,3
DUTY:NOUN,NOUN,3
DUTY-FREE:ADJECTIVE,ADJECTIVE,3
DUVET:NOUN,NOUN,3
DVD:NOUN,NOUN,1
DWELL:VERB,VERB,5
DYNAMIC:ADJECTIVE,ADJECTIVE,5
EACH:NOUN,NOUN,1
EAGER:ADJECTIVE,ADJECTIVE,4
EAGERLY:ADVERB,ADVERB,4
EAGERNESS:NOUN,NOUN,4
EAGLE:NOUN,NOUN,5
EARACHE:NOUN,NOUN,3
EARLY:ADVERB,ADVERB,1
EARLY:ADJECTIVE,ADJECTIVE,4
EARN:VERB,VERB,4
EARNINGS:NOUN,NOUN,4
EARRING:NOUN,NOUN,2
EARTH:NOUN,NOUN,4
EARTHQUAKE:NOUN,NOUN,4
EASE:NOUN,NOUN,4
EASILY:ADVERB,ADVERB,4
EAST:NOUN,NOUN,2
EAST:ADJECTIVE,ADJECTIVE,2
EAST:ADVERB,ADVERB,2
EASTERN:NOUN,NOUN,3
EASY:ADJECTIVE,ADJECTIVE,3
EASY:ADVERB,ADVERB,4
EASYGOING:ADJECTIVE,ADJECTIVE,3
EAT:VERB,VERB,1
ECCENTRIC:ADJECTIVE,ADJECTIVE,6
ECHO:VERB,VERB,6
ECHO:NOUN,NOUN,6
ECOLOGICAL:ADJECTIVE,ADJECTIVE,4
ECOLOGICALLY:ADVERB,ADVERB,4
ECOLOGY:NOUN,NOUN,5
ECONOMIC:NOUN,NOUN,4
ECONOMICAL:ADJECTIVE,ADJECTIVE,4
ECONOMICS:NOUN,NOUN,3
ECONOMIST:NOUN,NOUN,4
EDGE:NOUN,NOUN,4
EDIBLE:ADJECTIVE,ADJECTIVE,5
EDIT:VERB,VERB,4
EDITION:NOUN,NOUN,4
EDITOR:NOUN,NOUN,4
EDUCATE:VERB,VERB,4
EDUCATED:ADJECTIVE,ADJECTIVE,5
EDUCATION:NOUN,NOUN,3
EDUCATIONAL:ADJECTIVE,ADJECTIVE,4
EFFECT:NOUN,NOUN,4
EFFECTIVE:ADJECTIVE,ADJECTIVE,4
EFFECTIVELY:ADVERB,ADVERB,5
EFFECTIVENESS:NOUN,NOUN,5
EFFICIENCY:NOUN,NOUN,4
EFFICIENT:ADJECTIVE,ADJECTIVE,3
EFFICIENTLY:ADVERB,ADVERB,4
EFFORT:NOUN,NOUN,4
EGG:NOUN,NOUN,3
EITHER:CONJUNCTION,CONJUNCTION,3
EITHER:ADVERB,ADVERB,3
EITHER:NOUN,NOUN,3
ELABORATE:ADJECTIVE,ADJECTIVE,6
ELAPSE:VERB,VERB,6
ELATED:ADJECTIVE,ADJECTIVE,6
ELBOW:NOUN,NOUN,3
ELDER:ADJECTIVE,ADJECTIVE,3
ELDER:NOUN,NOUN,5
ELDERLY:ADJECTIVE,ADJECTIVE,3
ELDERLY:NOUN,NOUN,5
ELDEST:ADJECTIVE,ADJECTIVE,3
ELDEST:NOUN,NOUN,4
ELECT:VERB,VERB,4
ELECTION:NOUN,NOUN,3
ELECTRIC:ADJECTIVE,ADJECTIVE,3
ELECTRICAL:ADJECTIVE,ADJECTIVE,4
ELECTRICIAN:NOUN,NOUN,4
ELECTRICITY:NOUN,NOUN,2
ELECTRONIC:ADJECTIVE,ADJECTIVE,3
ELECTRONICALLY:ADVERB,ADVERB,4
ELECTRONICS:NOUN,NOUN,4
ELEGANCE:NOUN,NOUN,5
ELEGANT:ADJECTIVE,ADJECTIVE,4
ELEGANTLY:ADVERB,ADVERB,4
ELEMENT:NOUN,NOUN,4
ELEMENTARY:ADJECTIVE,ADJECTIVE,3
ELEPHANT:NOUN,NOUN,2
